protocol,case_id,t,input,teacher,a,w,c,fired,active,firedCount,effective
S2,ipi=0.30_m=0.50,6.100000,,0.50,1.483590,0.377052,8.598424,true,true,42,0.319168
S2,ipi=0.30_m=0.50,6.400000,,0.50,1.483590,0.383666,8.993051,true,true,44,0.324767
S2,ipi=0.30_m=0.50,6.700000,,0.50,1.483590,0.390019,9.386365,true,true,46,0.330144
S2,ipi=0.30_m=0.50,7.000000,,0.50,1.483590,0.396132,9.778370,true,true,48,0.335318
S2,ipi=0.30_m=0.50,7.300000,,0.50,1.483590,0.402022,10.169071,true,true,50,0.340304
S2,ipi=0.30_m=0.50,7.600000,,0.50,1.483590,0.407706,10.558471,true,true,52,0.345116
S2,ipi=0.30_m=0.50,7.900000,,0.50,1.483590,0.413199,10.946576,true,true,54,0.349765
S2,ipi=0.30_m=0.50,8.200000,,0.50,1.483590,0.418513,11.333389,true,true,56,0.354264
S2,ipi=0.30_m=0.50,8.500000,,0.50,1.483590,0.423660,11.718915,true,true,58,0.358621
S2,ipi=0.30_m=0.50,8.800000,,0.50,1.483590,0.428652,12.103158,true,true,60,0.362846
S2,ipi=0.30_m=0.50,9.100000,,0.50,1.483590,0.433497,12.486122,true,true,62,0.366947
S2,ipi=0.30_m=0.50,9.400000,,0.50,1.483590,0.438205,12.867811,true,true,64,0.370932
S2,ipi=0.30_m=0.50,9.700000,,0.50,1.483590,0.442782,13.248231,true,true,66,0.374807
S2,ipi=0.30_m=0.50,10.000000,,0.50,1.483590,0.447238,13.627385,true,true,68,0.378579
S2,ipi=0.30_m=0.50,10.300000,,0.50,1.483590,0.451578,14.005276,true,true,70,0.382253
S2,ipi=0.30_m=0.50,10.600000,,0.50,1.483590,0.455809,14.381911,true,true,72,0.385834
S2,ipi=0.30_m=0.50,10.900000,,0.50,1.483590,0.459937,14.757292,true,true,74,0.389328
S2,ipi=0.30_m=0.50,11.200000,,0.50,1.483590,0.463966,15.131424,true,true,76,0.392738
S2,ipi=0.30_m=0.50,11.500000,,0.50,1.483590,0.467901,15.504310,true,true,78,0.396070
S2,ipi=0.30_m=0.50,11.800000,,0.50,1.483590,0.471748,15.875956,true,true,80,0.399326
S2,ipi=0.30_m=0.50,12.100000,,0.50,1.483590,0.475510,16.246365,true,true,82,0.402510
S2,ipi=0.30_m=0.50,12.400000,,0.50,1.483590,0.479191,16.615542,true,true,84,0.405626
S2,ipi=0.30_m=0.50,12.700000,,0.50,1.483590,0.482795,16.983490,true,true,86,0.408677
S2,ipi=0.30_m=0.50,13.000000,,0.50,1.483590,0.486325,17.350213,true,true,88,0.411665
S2,ipi=0.30_m=0.50,13.300000,,0.50,1.483590,0.489785,17.715716,true,true,90,0.414594
S2,ipi=0.30_m=0.50,13.600000,,0.50,1.483590,0.493177,18.080003,true,true,92,0.417465
S2,ipi=0.30_m=0.50,13.900000,,0.50,1.483590,0.496504,18.443078,true,true,94,0.420282
S2,ipi=0.30_m=0.50,14.200000,,0.50,1.483590,0.499770,18.804944,true,true,96,0.423046
S2,ipi=0.30_m=0.50,14.500000,,0.50,1.483590,0.502975,19.165606,true,true,98,0.425759
S2,ipi=0.30_m=0.50,14.800000,,0.50,1.483590,0.506123,19.525068,true,true,100,0.428424
S2,ipi=0.30_m=0.50,15.100000,,0.50,1.483590,0.509216,19.883333,true,true,102,0.431042
S2,ipi=0.30_m=0.50,15.400000,,0.50,1.483590,0.512257,20.240407,true,true,104,0.433616
S2,ipi=0.30_m=0.50,15.700000,,0.50,1.483590,0.515245,20.596292,true,true,106,0.436146
S2,ipi=0.30_m=0.50,16.000000,,0.50,1.483590,0.518185,20.950993,true,true,108,0.438634
S2,ipi=0.30_m=0.50,16.300000,,0.50,1.483590,0.521077,21.304513,true,true,110,0.441082
S2,ipi=0.30_m=0.50,16.600000,,0.50,1.483590,0.523924,21.656857,true,true,112,0.443492
S2,ipi=0.30_m=0.50,16.900000,,0.50,1.483590,0.526726,22.008029,true,true,114,0.445864
S2,ipi=0.30_m=0.50,17.200000,,0.50,1.483590,0.529485,22.358032,true,true,116,0.448199
S2,ipi=0.30_m=0.50,17.500000,,0.50,1.483590,0.532203,22.706870,true,true,118,0.450500
S2,ipi=0.30_m=0.50,17.800000,,0.50,1.483590,0.534881,23.054547,true,true,120,0.452767
S2,ipi=0.30_m=1.00,0.100000,,1.00,0.937808,0.126972,0.846482,true,true,2,0.107480
S2,ipi=0.30_m=1.00,0.400000,,1.00,1.282808,0.195737,1.690147,true,true,4,0.165688
S2,ipi=0.30_m=1.00,0.700000,,1.00,1.409727,0.242936,2.531004,true,true,6,0.205641
S2,ipi=0.30_m=1.00,1.000000,,1.00,1.456417,0.278895,3.369063,true,true,8,0.236079
S2,ipi=0.30_m=1.00,1.300000,,1.00,1.473594,0.307957,4.204333,true,true,10,0.260680
S2,ipi=0.30_m=1.00,1.600000,,1.00,1.479913,0.332354,5.036824,true,true,12,0.281332
S2,ipi=0.30_m=1.00,1.900000,,1.00,1.482237,0.353387,5.866544,true,true,14,0.299136
S2,ipi=0.30_m=1.00,2.200000,,1.00,1.483092,0.371878,6.693503,true,true,16,0.314788
S2,ipi=0.30_m=1.00,2.500000,,1.00,1.483407,0.388382,7.517710,true,true,18,0.328758
S2,ipi=0.30_m=1.00,2.800000,,1.00,1.483523,0.403289,8.339175,true,true,20,0.341377
S2,ipi=0.30_m=1.00,3.100000,,1.00,1.483565,0.416885,9.157905,true,true,22,0.352885
S2,ipi=0.30_m=1.00,3.400000,,1.00,1.483581,0.429385,9.973912,true,true,24,0.363466
S2,ipi=0.30_m=1.00,3.700000,,1.00,1.483587,0.440955,10.787202,true,true,26,0.373260
S2,ipi=0.30_m=1.00,4.000000,,1.00,1.483589,0.451727,11.597787,true,true,28,0.382379
S2,ipi=0.30_m=1.00,4.300000,,1.00,1.483590,0.461806,12.405673,true,true,30,0.390910
S2,ipi=0.30_m=1.00,4.600000,,1.00,1.483590,0.471277,13.210872,true,true,32,0.398928
S2,ipi=0.30_m=1.00,4.900000,,1.00,1.483590,0.480212,14.013391,true,true,34,0.406491
S2,ipi=0.30_m=1.00,5.200000,,1.00,1.483590,0.488670,14.813239,true,true,36,0.413650
S2,ipi=0.30_m=1.00,5.500000,,1.00,1.483590,0.496699,15.610425,true,true,38,0.420447
S2,ipi=0.30_m=1.00,5.800000,,1.00,1.483590,0.504343,16.404959,true,true,40,0.426917
S2,ipi=0.30_m=1.00,6.100000,,1.00,1.483590,0.511638,17.196848,true,true,42,0.433093
S2,ipi=0.30_m=1.00,6.400000,,1.00,1.483590,0.518616,17.986103,true,true,44,0.438999
S2,ipi=0.30_m=1.00,6.700000,,1.00,1.483590,0.525304,18.772731,true,true,46,0.444660
S2,ipi=0.30_m=1.00,7.000000,,1.00,1.483590,0.531725,19.556741,true,true,48,0.450096
S2,ipi=0.30_m=1.00,7.300000,,1.00,1.483590,0.537902,20.338142,true,true,50,0.455324
S2,ipi=0.30_m=1.00,7.600000,,1.00,1.483590,0.543853,21.116943,true,true,52,0.460361
S2,ipi=0.30_m=1.00,7.900000,,1.00,1.483590,0.549593,21.893152,true,true,54,0.465221
S2,ipi=0.30_m=1.00,8.200000,,1.00,1.483590,0.555140,22.666778,true,true,56,0.469916
S2,ipi=0.30_m=1.00,8.500000,,1.00,1.483590,0.560505,23.437829,true,true,58,0.474457
S2,ipi=0.30_m=1.00,8.800000,,1.00,1.483590,0.565700,24.206315,true,true,60,0.478855
S2,ipi=0.30_m=1.00,9.100000,,1.00,1.483590,0.570738,24.972243,true,true,62,0.483119
S2,ipi=0.30_m=1.00,9.400000,,1.00,1.483590,0.575627,25.735623,true,true,64,0.487257
S2,ipi=0.30_m=1.00,9.700000,,1.00,1.483590,0.580376,26.496462,true,true,66,0.491277
S2,ipi=0.30_m=1.00,10.000000,,1.00,1.483590,0.584994,27.254769,true,true,68,0.495186
S2,ipi=0.30_m=1.00,10.300000,,1.00,1.483590,0.589487,28.010553,true,true,70,0.498990
S2,ipi=0.30_m=1.00,10.600000,,1.00,1.483590,0.593864,28.763822,true,true,72,0.502695
S2,ipi=0.30_m=1.00,10.900000,,1.00,1.483590,0.598130,29.514584,true,true,74,0.506306
S2,ipi=0.30_m=1.00,11.200000,,1.00,1.483590,0.602291,30.262847,true,true,76,0.509828
S2,ipi=0.30_m=1.00,11.500000,,1.00,1.483590,0.606353,31.008621,true,true,78,0.513266
S2,ipi=0.30_m=1.00,11.800000,,1.00,1.483590,0.610319,31.751912,true,true,80,0.516624
S2,ipi=0.30_m=1.00,12.100000,,1.00,1.483590,0.614196,32.492731,true,true,82,0.519906
S2,ipi=0.30_m=1.00,12.400000,,1.00,1.483590,0.617987,33.231084,true,true,84,0.523115
S2,ipi=0.30_m=1.00,12.700000,,1.00,1.483590,0.621697,33.966979,true,true,86,0.526255
S2,ipi=0.30_m=1.00,13.000000,,1.00,1.483590,0.625328,34.700426,true,true,88,0.529328
S2,ipi=0.30_m=1.00,13.300000,,1.00,1.483590,0.628884,35.431433,true,true,90,0.532339
S2,ipi=0.30_m=1.00,13.600000,,1.00,1.483590,0.632370,36.160006,true,true,92,0.535289
S2,ipi=0.30_m=1.00,13.900000,,1.00,1.483590,0.635786,36.886155,true,true,94,0.538182
S2,ipi=0.30_m=1.00,14.200000,,1.00,1.483590,0.639138,37.609888,true,true,96,0.541019
S2,ipi=0.30_m=1.00,14.500000,,1.00,1.483590,0.642426,38.331212,true,true,98,0.543802
S2,ipi=0.30_m=1.00,14.800000,,1.00,1.483590,0.645655,39.050136,true,true,100,0.546535
S2,ipi=0.30_m=1.00,15.100000,,1.00,1.483590,0.648825,39.766667,true,true,102,0.549219
S2,ipi=0.30_m=1.00,15.400000,,1.00,1.483590,0.651940,40.480814,true,true,104,0.551855
S2,ipi=0.30_m=1.00,15.700000,,1.00,1.483590,0.655001,41.192584,true,true,106,0.554446
S2,ipi=0.30_m=1.00,16.000000,,1.00,1.483590,0.658010,41.901986,true,true,108,0.556993
S2,ipi=0.30_m=1.00,16.300000,,1.00,1.483590,0.660970,42.609027,true,true,110,0.559499
S2,ipi=0.30_m=1.00,16.600000,,1.00,1.483590,0.663881,43.313715,true,true,112,0.561963
S2,ipi=0.30_m=1.00,16.900000,,1.00,1.483590,0.666747,44.016058,true,true,114,0.564389
S2,ipi=0.30_m=1.00,17.200000,,1.00,1.483590,0.669567,44.716064,true,true,116,0.566776
S2,ipi=0.30_m=1.00,17.500000,,1.00,1.483590,0.672345,45.413740,true,true,118,0.569127
S2,ipi=0.30_m=1.00,17.800000,,1.00,1.483590,0.675080,46.109095,true,true,120,0.571443
S2,ipi=0.50_m=0.50,0.100000,,0.50,0.937808,0.063486,0.423241,true,true,2,0.053740
S2,ipi=0.50_m=0.50,0.600000,,0.50,1.114937,0.108093,0.845073,true,true,4,0.091499
S2,ipi=0.50_m=0.50,1.100000,,0.50,1.148392,0.142501,1.265502,true,true,6,0.120625
S2,ipi=0.50_m=0.50,1.600000,,0.50,1.154711,0.170524,1.684531,true,true,8,0.144346
S2,ipi=0.50_m=0.50,2.100000,,0.50,1.155905,0.194173,2.102167,true,true,10,0.164364
S2,ipi=0.50_m=0.50,2.600000,,0.50,1.156130,0.214638,2.518412,true,true,12,0.181687
S2,ipi=0.50_m=0.50,3.100000,,0.50,1.156173,0.232682,2.933272,true,true,14,0.196961
S2,ipi=0.50_m=0.50,3.600000,,0.50,1.156181,0.248823,3.346752,true,true,16,0.210624
S2,ipi=0.50_m=0.50,4.100000,,0.50,1.156182,0.263428,3.758855,true,true,18,0.222987
S2,ipi=0.50_m=0.50,4.600000,,0.50,1.156182,0.276769,4.169587,true,true,20,0.234280
S2,ipi=0.50_m=0.50,5.100000,,0.50,1.156182,0.289050,4.578953,true,true,22,0.244675
S2,ipi=0.50_m=0.50,5.600000,,0.50,1.156182,0.300429,4.986956,true,true,24,0.254308
S2,ipi=0.50_m=0.50,6.100000,,0.50,1.156182,0.311033,5.393601,true,true,26,0.263284
S2,ipi=0.50_m=0.50,6.600000,,0.50,1.156182,0.320963,5.798893,true,true,28,0.271689
S2,ipi=0.50_m=0.50,7.100000,,0.50,1.156182,0.330301,6.202837,true,true,30,0.279594
S2,ipi=0.50_m=0.50,7.600000,,0.50,1.156182,0.339115,6.605436,true,true,32,0.287055
S2,ipi=0.50_m=0.50,8.100000,,0.50,1.156182,0.347462,7.006695,true,true,34,0.294120
S2,ipi=0.50_m=0.50,8.600000,,0.50,1.156182,0.355391,7.406619,true,true,36,0.300832
S2,ipi=0.50_m=0.50,9.100000,,0.50,1.156182,0.362943,7.805213,true,true,38,0.307225
S2,ipi=0.50_m=0.50,9.600000,,0.50,1.156182,0.370153,8.202479,true,true,40,0.313328
S2,ipi=0.50_m=0.50,10.100000,,0.50,1.156182,0.377052,8.598424,true,true,42,0.319168
S2,ipi=0.50_m=0.50,10.600000,,0.50,1.156182,0.383666,8.993051,true,true,44,0.324767
S2,ipi=0.50_m=0.50,11.100000,,0.50,1.156182,0.390019,9.386365,true,true,46,0.330144
S2,ipi=0.50_m=0.50,11.600000,,0.50,1.156182,0.396132,9.778370,true,true,48,0.335318
S2,ipi=0.50_m=0.50,12.100000,,0.50,1.156182,0.402022,10.169071,true,true,50,0.340304
S2,ipi=0.50_m=0.50,12.600000,,0.50,1.156182,0.407706,10.558471,true,true,52,0.345116
S2,ipi=0.50_m=0.50,13.100000,,0.50,1.156182,0.413199,10.946576,true,true,54,0.349765
S2,ipi=0.50_m=0.50,13.600000,,0.50,1.156182,0.418513,11.333389,true,true,56,0.354264
S2,ipi=0.50_m=0.50,14.100000,,0.50,1.156182,0.423660,11.718915,true,true,58,0.358621
S2,ipi=0.50_m=0.50,14.600000,,0.50,1.156182,0.428652,12.103158,true,true,60,0.362846
S2,ipi=0.50_m=0.50,15.100000,,0.50,1.156182,0.433497,12.486122,true,true,62,0.366947
S2,ipi=0.50_m=0.50,15.600000,,0.50,1.156182,0.438205,12.867811,true,true,64,0.370932
S2,ipi=0.50_m=0.50,16.100000,,0.50,1.156182,0.442782,13.248231,true,true,66,0.374807
S2,ipi=0.50_m=0.50,16.600000,,0.50,1.156182,0.447238,13.627385,true,true,68,0.378579
S2,ipi=0.50_m=0.50,17.100000,,0.50,1.156182,0.451578,14.005276,true,true,70,0.382253
S2,ipi=0.50_m=0.50,17.600000,,0.50,1.156182,0.455809,14.381911,true,true,72,0.385834
S2,ipi=0.50_m=0.50,18.100000,,0.50,1.156182,0.459937,14.757292,true,true,74,0.389328
S2,ipi=0.50_m=0.50,18.600000,,0.50,1.156182,0.463966,15.131424,true,true,76,0.392738
S2,ipi=0.50_m=0.50,19.100000,,0.50,1.156182,0.467901,15.504310,true,true,78,0.396070
S2,ipi=0.50_m=0.50,19.600000,,0.50,1.156182,0.471748,15.875956,true,true,80,0.399326
S2,ipi=0.50_m=0.50,20.100000,,0.50,1.156182,0.475510,16.246365,true,true,82,0.402510
S2,ipi=0.50_m=0.50,20.600000,,0.50,1.156182,0.479191,16.615542,true,true,84,0.405626
S2,ipi=0.50_m=0.50,21.100000,,0.50,1.156182,0.482795,16.983490,true,true,86,0.408677
S2,ipi=0.50_m=0.50,21.600000,,0.50,1.156182,0.486325,17.350213,true,true,88,0.411665
S2,ipi=0.50_m=0.50,22.100000,,0.50,1.156182,0.489785,17.715716,true,true,90,0.414594
S2,ipi=0.50_m=0.50,22.600000,,0.50,1.156182,0.493177,18.080003,true,true,92,0.417465
S2,ipi=0.50_m=0.50,23.100000,,0.50,1.156182,0.496504,18.443078,true,true,94,0.420282
S2,ipi=0.50_m=0.50,23.600000,,0.50,1.156182,0.499770,18.804944,true,true,96,0.423046
S2,ipi=0.50_m=0.50,24.100000,,0.50,1.156182,0.502975,19.165606,true,true,98,0.425759
S2,ipi=0.50_m=0.50,24.600000,,0.50,1.156182,0.506123,19.525068,true,true,100,0.428424
S2,ipi=0.50_m=0.50,25.100000,,0.50,1.156182,0.509216,19.883333,true,true,102,0.431042
S2,ipi=0.50_m=0.50,25.600000,,0.50,1.156182,0.512257,20.240407,true,true,104,0.433616
S2,ipi=0.50_m=0.50,26.100000,,0.50,1.156182,0.515245,20.596292,true,true,106,0.436146
S2,ipi=0.50_m=0.50,26.600000,,0.50,1.156182,0.518185,20.950993,true,true,108,0.438634
S2,ipi=0.50_m=0.50,27.100000,,0.50,1.156182,0.521077,21.304513,true,true,110,0.441082
S2,ipi=0.50_m=0.50,27.600000,,0.50,1.156182,0.523924,21.656857,true,true,112,0.443492
S2,ipi=0.50_m=0.50,28.100000,,0.50,1.156182,0.526726,22.008029,true,true,114,0.445864
S2,ipi=0.50_m=0.50,28.600000,,0.50,1.156182,0.529485,22.358032,true,true,116,0.448199
S2,ipi=0.50_m=0.50,29.100000,,0.50,1.156182,0.532203,22.706870,true,true,118,0.450500
S2,ipi=0.50_m=0.50,29.600000,,0.50,1.156182,0.534881,23.054547,true,true,120,0.452767
S2,ipi=0.50_m=1.00,0.100000,,1.00,0.937808,0.126972,0.846482,true,true,2,0.107480
S2,ipi=0.50_m=1.00,0.600000,,1.00,1.114937,0.195737,1.690147,true,true,4,0.165688
S2,ipi=0.50_m=1.00,1.100000,,1.00,1.148392,0.242936,2.531004,true,true,6,0.205641
S2,ipi=0.50_m=1.00,1.600000,,1.00,1.154711,0.278895,3.369063,true,true,8,0.236079
S2,ipi=0.50_m=1.00,2.100000,,1.00,1.155905,0.307957,4.204333,true,true,10,0.260680
S2,ipi=0.50_m=1.00,2.600000,,1.00,1.156130,0.332354,5.036824,true,true,12,0.281332
S2,ipi=0.50_m=1.00,3.100000,,1.00,1.156173,0.353387,5.866544,true,true,14,0.299136
S2,ipi=0.50_m=1.00,3.600000,,1.00,1.156181,0.371878,6.693503,true,true,16,0.314788
S2,ipi=0.50_m=1.00,4.100000,,1.00,1.156182,0.388382,7.517710,true,true,18,0.328758
S2,ipi=0.50_m=1.00,4.600000,,1.00,1.156182,0.403289,8.339175,true,true,20,0.341377
S2,ipi=0.50_m=1.00,5.100000,,1.00,1.156182,0.416885,9.157905,true,true,22,0.352885
S2,ipi=0.50_m=1.00,5.600000,,1.00,1.156182,0.429385,9.973912,true,true,24,0.363466
S2,ipi=0.50_m=1.00,6.100000,,1.00,1.156182,0.440955,10.787202,true,true,26,0.373260
S2,ipi=0.50_m=1.00,6.600000,,1.00,1.156182,0.451727,11.597787,true,true,28,0.382379
S2,ipi=0.50_m=1.00,7.100000,,1.00,1.156182,0.461806,12.405673,true,true,30,0.390910
S2,ipi=0.50_m=1.00,7.600000,,1.00,1.156182,0.471277,13.210872,true,true,32,0.398928
S2,ipi=0.50_m=1.00,8.100000,,1.00,1.156182,0.480212,14.013391,true,true,34,0.406491
S2,ipi=0.50_m=1.00,8.600000,,1.00,1.156182,0.488670,14.813239,true,true,36,0.413650
S2,ipi=0.50_m=1.00,9.100000,,1.00,1.156182,0.496699,15.610425,true,true,38,0.420447
S2,ipi=0.50_m=1.00,9.600000,,1.00,1.156182,0.504343,16.404959,true,true,40,0.426917
S2,ipi=0.50_m=1.00,10.100000,,1.00,1.156182,0.511638,17.196848,true,true,42,0.433093
S2,ipi=0.50_m=1.00,10.600000,,1.00,1.156182,0.518616,17.986103,true,true,44,0.438999
S2,ipi=0.50_m=1.00,11.100000,,1.00,1.156182,0.525304,18.772731,true,true,46,0.444660
S2,ipi=0.50_m=1.00,11.600000,,1.00,1.156182,0.531725,19.556741,true,true,48,0.450096
S2,ipi=0.50_m=1.00,12.100000,,1.00,1.156182,0.537902,20.338142,true,true,50,0.455324
S2,ipi=0.50_m=1.00,12.600000,,1.00,1.156182,0.543853,21.116943,true,true,52,0.460361
S2,ipi=0.50_m=1.00,13.100000,,1.00,1.156182,0.549593,21.893152,true,true,54,0.465221
S2,ipi=0.50_m=1.00,13.600000,,1.00,1.156182,0.555140,22.666778,true,true,56,0.469916
S2,ipi=0.50_m=1.00,14.100000,,1.00,1.156182,0.560505,23.437829,true,true,58,0.474457
S2,ipi=0.50_m=1.00,14.600000,,1.00,1.156182,0.565700,24.206315,true,true,60,0.478855
S2,ipi=0.50_m=1.00,15.100000,,1.00,1.156182,0.570738,24.972243,true,true,62,0.483119
S2,ipi=0.50_m=1.00,15.600000,,1.00,1.156182,0.575627,25.735623,true,true,64,0.487257
S2,ipi=0.50_m=1.00,16.100000,,1.00,1.156182,0.580376,26.496462,true,true,66,0.491277
S2,ipi=0.50_m=1.00,16.600000,,1.00,1.156182,0.584994,27.254769,true,true,68,0.495186
S2,ipi=0.50_m=1.00,17.100000,,1.00,1.156182,0.589487,28.010553,true,true,70,0.498990
S2,ipi=0.50_m=1.00,17.600000,,1.00,1.156182,0.593864,28.763822,true,true,72,0.502695
S2,ipi=0.50_m=1.00,18.100000,,1.00,1.156182,0.598130,29.514584,true,true,74,0.506306
S2,ipi=0.50_m=1.00,18.600000,,1.00,1.156182,0.602291,30.262847,true,true,76,0.509828
S2,ipi=0.50_m=1.00,19.100000,,1.00,1.156182,0.606353,31.008621,true,true,78,0.513266
S2,ipi=0.50_m=1.00,19.600000,,1.00,1.156182,0.610319,31.751912,true,true,80,0.516624
S2,ipi=0.50_m=1.00,20.100000,,1.00,1.156182,0.614196,32.492731,true,true,82,0.519906
S2,ipi=0.50_m=1.00,20.600000,,1.00,1.156182,0.617987,33.231084,true,true,84,0.523115
S2,ipi=0.50_m=1.00,21.100000,,1.00,1.156182,0.621697,33.966979,true,true,86,0.526255
S2,ipi=0.50_m=1.00,21.600000,,1.00,1.156182,0.625328,34.700426,true,true,88,0.529328
S2,ipi=0.50_m=1.00,22.100000,,1.00,1.156182,0.628884,35.431433,true,true,90,0.532339
S2,ipi=0.50_m=1.00,22.600000,,1.00,1.156182,0.632370,36.160006,true,true,92,0.535289
S2,ipi=0.50_m=1.00,23.100000,,1.00,1.156182,0.635786,36.886155,true,true,94,0.538182
S2,ipi=0.50_m=1.00,23.600000,,1.00,1.156182,0.639138,37.609888,true,true,96,0.541019
S2,ipi=0.50_m=1.00,24.100000,,1.00,1.156182,0.642426,38.331212,true,true,98,0.543802
S2,ipi=0.50_m=1.00,24.600000,,1.00,1.156182,0.645655,39.050136,true,true,100,0.546535
S2,ipi=0.50_m=1.00,25.100000,,1.00,1.156182,0.648825,39.766667,true,true,102,0.549219
S2,ipi=0.50_m=1.00,25.600000,,1.00,1.156182,0.651940,40.480814,true,true,104,0.551855
S2,ipi=0.50_m=1.00,26.100000,,1.00,1.156182,0.655001,41.192584,true,true,106,0.554446
S2,ipi=0.50_m=1.00,26.600000,,1.00,1.156182,0.658010,41.901986,true,true,108,0.556993
S2,ipi=0.50_m=1.00,27.100000,,1.00,1.156182,0.660970,42.609027,true,true,110,0.559499
S2,ipi=0.50_m=1.00,27.600000,,1.00,1.156182,0.663881,43.313715,true,true,112,0.561963
S2,ipi=0.50_m=1.00,28.100000,,1.00,1.156182,0.666747,44.016058,true,true,114,0.564389
S2,ipi=0.50_m=1.00,28.600000,,1.00,1.156182,0.669567,44.716064,true,true,116,0.566776
S2,ipi=0.50_m=1.00,29.100000,,1.00,1.156182,0.672345,45.413740,true,true,118,0.569127
S2,ipi=0.50_m=1.00,29.600000,,1.00,1.156182,0.675080,46.109095,true,true,120,0.571443
