protocol,case_id,t,input,teacher,a,w,c,fired,active,firedCount,effective
S7,x=0.30_ipi=0.10,1.825000,0.30,1.0,5.025972,0.528481,18.630015,true,true,94,0.519746
S7,x=0.30_ipi=0.10,1.925000,0.30,1.0,5.028507,0.535996,19.607277,true,true,99,0.527137
S7,x=0.30_ipi=0.10,2.025000,0.30,1.0,5.030323,0.543155,20.584214,true,true,104,0.534177
S7,x=0.30_ipi=0.10,2.125000,0.30,1.0,5.031624,0.549990,21.560825,true,true,109,0.540899
S7,x=0.30_ipi=0.10,2.225000,0.30,1.0,5.032557,0.556528,22.537111,true,true,114,0.547330
S7,x=0.30_ipi=0.10,2.325000,0.30,1.0,5.033225,0.562796,23.513071,true,true,119,0.553494
S7,x=0.30_ipi=0.10,2.425000,0.30,1.0,5.033704,0.568814,24.488706,true,true,124,0.559412
S7,x=0.30_ipi=0.10,2.525000,0.30,1.0,5.034047,0.574602,25.464016,true,true,129,0.565104
S7,x=0.30_ipi=0.10,2.625000,0.30,1.0,5.034293,0.580176,26.439001,true,true,134,0.570587
S7,x=0.30_ipi=0.10,2.725000,0.30,1.0,5.034469,0.585552,27.413661,true,true,139,0.575874
S7,x=0.30_ipi=0.10,2.825000,0.30,1.0,5.034595,0.590744,28.387996,true,true,144,0.580980
S7,x=0.30_ipi=0.10,2.925000,0.30,1.0,5.034686,0.595764,29.362007,true,true,149,0.585917
S7,x=0.30_ipi=0.10,3.025000,0.30,1.0,5.034750,0.600623,30.335692,true,true,154,0.590695
S7,x=0.30_ipi=0.10,3.125000,0.30,1.0,5.034797,0.605331,31.309054,true,true,159,0.595325
S7,x=0.30_ipi=0.10,3.225000,0.30,1.0,5.034830,0.609897,32.282090,true,true,164,0.599816
S7,x=0.30_ipi=0.10,3.325000,0.30,1.0,5.034854,0.614329,33.254803,true,true,169,0.604175
S7,x=0.30_ipi=0.10,3.425000,0.30,1.0,5.034871,0.618636,34.227191,true,true,174,0.608410
S7,x=0.30_ipi=0.10,3.525000,0.30,1.0,5.034883,0.622823,35.199256,true,true,179,0.612529
S7,x=0.30_ipi=0.10,3.625000,0.30,1.0,5.034892,0.626898,36.170996,true,true,184,0.616537
S7,x=0.30_ipi=0.10,3.725000,0.30,1.0,5.034898,0.630867,37.142412,true,true,189,0.620440
S7,x=0.30_ipi=0.10,3.825000,0.30,1.0,5.034903,0.634735,38.113505,true,true,194,0.624244
S7,x=0.30_ipi=0.10,3.925000,0.30,1.0,5.034906,0.638506,39.084274,true,true,199,0.627953
S7,x=0.30_ipi=0.10,4.025000,0.30,1.0,5.034908,0.642187,40.054720,true,true,204,0.631572
S7,x=0.30_ipi=0.10,4.125000,0.30,1.0,5.034910,0.645780,41.024842,true,true,209,0.635106
S7,x=0.30_ipi=0.10,4.225000,0.30,1.0,5.034911,0.649290,41.994641,true,true,214,0.638558
S7,x=0.30_ipi=0.10,4.325000,0.30,1.0,5.034912,0.652721,42.964116,true,true,219,0.641933
S7,x=0.30_ipi=0.10,4.425000,0.30,1.0,5.034913,0.656077,43.933269,true,true,224,0.645233
S7,x=0.30_ipi=0.10,4.525000,0.30,1.0,5.034913,0.659360,44.902098,true,true,229,0.648462
S7,x=0.30_ipi=0.10,4.625000,0.30,1.0,5.034913,0.662574,45.870605,true,true,234,0.651622
S7,x=0.30_ipi=0.10,4.725000,0.30,1.0,5.034914,0.665721,46.838788,true,true,239,0.654718
S7,x=0.30_ipi=0.10,4.825000,0.30,1.0,5.034914,0.668805,47.806650,true,true,244,0.657751
S7,x=0.30_ipi=0.10,4.925000,0.30,1.0,5.034914,0.671827,48.774188,true,true,249,0.660723
S7,x=0.30_ipi=0.10,5.025000,0.30,1.0,5.034914,0.674791,49.741404,true,true,254,0.663638
S7,x=0.30_ipi=0.10,5.125000,0.30,1.0,5.034914,0.677699,50.708298,true,true,259,0.666497
S7,x=0.30_ipi=0.10,5.225000,0.30,1.0,5.034914,0.680552,51.674870,true,true,264,0.669303
S7,x=0.30_ipi=0.10,5.325000,0.30,1.0,5.034914,0.683352,52.641119,true,true,269,0.672057
S7,x=0.30_ipi=0.10,5.425000,0.30,1.0,5.034914,0.686102,53.607046,true,true,274,0.674762
S7,x=0.30_ipi=0.10,5.525000,0.30,1.0,5.034914,0.688804,54.572652,true,true,279,0.677419
S7,x=0.30_ipi=0.10,5.625000,0.30,1.0,5.034914,0.691458,55.537935,true,true,284,0.680029
S7,x=0.30_ipi=0.10,5.725000,0.30,1.0,5.034914,0.694068,56.502897,true,true,289,0.682596
S7,x=0.30_ipi=0.10,5.825000,0.30,1.0,5.034914,0.696633,57.467537,true,true,294,0.685119
S7,x=0.30_ipi=0.10,5.925000,0.30,1.0,5.034914,0.699156,58.431856,true,true,299,0.687600
S7,x=0.30_ipi=0.20,0.025000,0.30,1.0,1.427241,0.147521,0.983471,true,true,4,0.145082
S7,x=0.30_ipi=0.20,0.225000,0.30,1.0,2.160010,0.221896,1.966615,true,true,9,0.218228
S7,x=0.30_ipi=0.20,0.425000,0.30,1.0,2.536227,0.271623,2.949431,true,true,14,0.267133
S7,x=0.30_ipi=0.20,0.625000,0.30,1.0,2.729383,0.308975,3.931920,true,true,19,0.303868
S7,x=0.30_ipi=0.20,0.825000,0.30,1.0,2.828552,0.338886,4.914081,true,true,24,0.333285
S7,x=0.30_ipi=0.20,1.025000,0.30,1.0,2.879468,0.363830,5.895914,true,true,29,0.357817
S7,x=0.30_ipi=0.20,1.225000,0.30,1.0,2.905609,0.385223,6.877421,true,true,34,0.378856
S7,x=0.30_ipi=0.20,1.425000,0.30,1.0,2.919030,0.403950,7.858600,true,true,39,0.397273
S7,x=0.30_ipi=0.20,1.625000,0.30,1.0,2.925920,0.420603,8.839453,true,true,44,0.413651
S7,x=0.30_ipi=0.20,1.825000,0.30,1.0,2.929458,0.435596,9.819978,true,true,49,0.428396
S7,x=0.30_ipi=0.20,2.025000,0.30,1.0,2.931274,0.449230,10.800177,true,true,54,0.441805
S7,x=0.30_ipi=0.20,2.225000,0.30,1.0,2.932207,0.461731,11.780049,true,true,59,0.454100
S7,x=0.30_ipi=0.20,2.425000,0.30,1.0,2.932686,0.473274,12.759594,true,true,64,0.465452
S7,x=0.30_ipi=0.20,2.625000,0.30,1.0,2.932932,0.483996,13.738813,true,true,69,0.475996
S7,x=0.30_ipi=0.20,2.825000,0.30,1.0,2.933058,0.494005,14.717706,true,true,74,0.485839
S7,x=0.30_ipi=0.20,3.025000,0.30,1.0,2.933123,0.503390,15.696272,true,true,79,0.495070
S7,x=0.30_ipi=0.20,3.225000,0.30,1.0,2.933156,0.512226,16.674512,true,true,84,0.503759
S7,x=0.30_ipi=0.20,3.425000,0.30,1.0,2.933173,0.520572,17.652427,true,true,89,0.511968
S7,x=0.30_ipi=0.20,3.625000,0.30,1.0,2.933182,0.528481,18.630015,true,true,94,0.519746
S7,x=0.30_ipi=0.20,3.825000,0.30,1.0,2.933186,0.535996,19.607277,true,true,99,0.527137
S7,x=0.30_ipi=0.20,4.025000,0.30,1.0,2.933189,0.543155,20.584214,true,true,104,0.534177
S7,x=0.30_ipi=0.20,4.225000,0.30,1.0,2.933190,0.549990,21.560825,true,true,109,0.540899
S7,x=0.30_ipi=0.20,4.425000,0.30,1.0,2.933190,0.556528,22.537111,true,true,114,0.547330
S7,x=0.30_ipi=0.20,4.625000,0.30,1.0,2.933191,0.562796,23.513071,true,true,119,0.553494
S7,x=0.30_ipi=0.20,4.825000,0.30,1.0,2.933191,0.568814,24.488706,true,true,124,0.559412
S7,x=0.30_ipi=0.20,5.025000,0.30,1.0,2.933191,0.574602,25.464016,true,true,129,0.565104
S7,x=0.30_ipi=0.20,5.225000,0.30,1.0,2.933191,0.580176,26.439001,true,true,134,0.570587
S7,x=0.30_ipi=0.20,5.425000,0.30,1.0,2.933191,0.585552,27.413661,true,true,139,0.575874
S7,x=0.30_ipi=0.20,5.625000,0.30,1.0,2.933191,0.590744,28.387996,true,true,144,0.580980
S7,x=0.30_ipi=0.20,5.825000,0.30,1.0,2.933191,0.595764,29.362007,true,true,149,0.585917
S7,x=0.30_ipi=0.20,6.025000,0.30,1.0,2.933191,0.600623,30.335692,true,true,154,0.590695
S7,x=0.30_ipi=0.20,6.225000,0.30,1.0,2.933191,0.605331,31.309054,true,true,159,0.595325
S7,x=0.30_ipi=0.20,6.425000,0.30,1.0,2.933191,0.609897,32.282090,true,true,164,0.599816
S7,x=0.30_ipi=0.20,6.625000,0.30,1.0,2.933191,0.614329,33.254803,true,true,169,0.604175
S7,x=0.30_ipi=0.20,6.825000,0.30,1.0,2.933191,0.618636,34.227191,true,true,174,0.608410
S7,x=0.30_ipi=0.20,7.025000,0.30,1.0,2.933191,0.622823,35.199256,true,true,179,0.612529
S7,x=0.30_ipi=0.20,7.225000,0.30,1.0,2.933191,0.626898,36.170996,true,true,184,0.616537
S7,x=0.30_ipi=0.20,7.425000,0.30,1.0,2.933191,0.630867,37.142412,true,true,189,0.620440
S7,x=0.30_ipi=0.20,7.625000,0.30,1.0,2.933191,0.634735,38.113505,true,true,194,0.624244
S7,x=0.30_ipi=0.20,7.825000,0.30,1.0,2.933191,0.638506,39.084274,true,true,199,0.627953
S7,x=0.30_ipi=0.20,8.025000,0.30,1.0,2.933191,0.642187,40.054720,true,true,204,0.631572
S7,x=0.30_ipi=0.20,8.225000,0.30,1.0,2.933191,0.645780,41.024842,true,true,209,0.635106
S7,x=0.30_ipi=0.20,8.425000,0.30,1.0,2.933191,0.649290,41.994641,true,true,214,0.638558
S7,x=0.30_ipi=0.20,8.625000,0.30,1.0,2.933191,0.652721,42.964116,true,true,219,0.641933
S7,x=0.30_ipi=0.20,8.825000,0.30,1.0,2.933191,0.656077,43.933269,true,true,224,0.645233
S7,x=0.30_ipi=0.20,9.025000,0.30,1.0,2.933191,0.659360,44.902098,true,true,229,0.648462
S7,x=0.30_ipi=0.20,9.225000,0.30,1.0,2.933191,0.662574,45.870605,true,true,234,0.651622
S7,x=0.30_ipi=0.20,9.425000,0.30,1.0,2.933191,0.665721,46.838788,true,true,239,0.654718
S7,x=0.30_ipi=0.20,9.625000,0.30,1.0,2.933191,0.668805,47.806650,true,true,244,0.657751
S7,x=0.30_ipi=0.20,9.825000,0.30,1.0,2.933191,0.671827,48.774188,true,true,249,0.660723
S7,x=0.30_ipi=0.20,10.025000,0.30,1.0,2.933191,0.674791,49.741404,true,true,254,0.663638
S7,x=0.30_ipi=0.20,10.225000,0.30,1.0,2.933191,0.677699,50.708298,true,true,259,0.666497
S7,x=0.30_ipi=0.20,10.425000,0.30,1.0,2.933191,0.680552,51.674870,true,true,264,0.669303
S7,x=0.30_ipi=0.20,10.625000,0.30,1.0,2.933191,0.683352,52.641119,true,true,269,0.672057
S7,x=0.30_ipi=0.20,10.825000,0.30,1.0,2.933191,0.686102,53.607046,true,true,274,0.674762
S7,x=0.30_ipi=0.20,11.025000,0.30,1.0,2.933191,0.688804,54.572652,true,true,279,0.677419
S7,x=0.30_ipi=0.20,11.225000,0.30,1.0,2.933191,0.691458,55.537935,true,true,284,0.680029
S7,x=0.30_ipi=0.20,11.425000,0.30,1.0,2.933191,0.694068,56.502897,true,true,289,0.682596
S7,x=0.30_ipi=0.20,11.625000,0.30,1.0,2.933191,0.696633,57.467537,true,true,294,0.685119
S7,x=0.30_ipi=0.20,11.825000,0.30,1.0,2.933191,0.699156,58.431856,true,true,299,0.687600
S7,x=0.30_ipi=0.30,0.025000,0.30,1.0,1.427241,0.147521,0.983471,true,true,4,0.145082
S7,x=0.30_ipi=0.30,0.325000,0.30,1.0,1.952293,0.221896,1.966615,true,true,9,0.218228
S7,x=0.30_ipi=0.30,0.625000,0.30,1.0,2.145449,0.271623,2.949431,true,true,14,0.267133
S7,x=0.30_ipi=0.30,0.925000,0.30,1.0,2.216507,0.308975,3.931920,true,true,19,0.303868
S7,x=0.30_ipi=0.30,1.225000,0.30,1.0,2.242648,0.338886,4.914081,true,true,24,0.333285
S7,x=0.30_ipi=0.30,1.525000,0.30,1.0,2.252265,0.363830,5.895914,true,true,29,0.357817
S7,x=0.30_ipi=0.30,1.825000,0.30,1.0,2.255802,0.385223,6.877421,true,true,34,0.378856
S7,x=0.30_ipi=0.30,2.125000,0.30,1.0,2.257104,0.403950,7.858600,true,true,39,0.397273
S7,x=0.30_ipi=0.30,2.425000,0.30,1.0,2.257583,0.420603,8.839453,true,true,44,0.413651
S7,x=0.30_ipi=0.30,2.725000,0.30,1.0,2.257759,0.435596,9.819978,true,true,49,0.428396
S7,x=0.30_ipi=0.30,3.025000,0.30,1.0,2.257824,0.449230,10.800177,true,true,54,0.441805
S7,x=0.30_ipi=0.30,3.325000,0.30,1.0,2.257847,0.461731,11.780049,true,true,59,0.454100
S7,x=0.30_ipi=0.30,3.625000,0.30,1.0,2.257856,0.473274,12.759594,true,true,64,0.465452
S7,x=0.30_ipi=0.30,3.925000,0.30,1.0,2.257859,0.483996,13.738813,true,true,69,0.475996
S7,x=0.30_ipi=0.30,4.225000,0.30,1.0,2.257861,0.494005,14.717706,true,true,74,0.485839
S7,x=0.30_ipi=0.30,4.525000,0.30,1.0,2.257861,0.503390,15.696272,true,true,79,0.495070
S7,x=0.30_ipi=0.30,4.825000,0.30,1.0,2.257861,0.512226,16.674512,true,true,84,0.503759
S7,x=0.30_ipi=0.30,5.125000,0.30,1.0,2.257861,0.520572,17.652427,true,true,89,0.511968
S7,x=0.30_ipi=0.30,5.425000,0.30,1.0,2.257861,0.528481,18.630015,true,true,94,0.519746
S7,x=0.30_ipi=0.30,5.725000,0.30,1.0,2.257861,0.535996,19.607277,true,true,99,0.527137
S7,x=0.30_ipi=0.30,6.025000,0.30,1.0,2.257861,0.543155,20.584214,true,true,104,0.534177
S7,x=0.30_ipi=0.30,6.325000,0.30,1.0,2.257861,0.549990,21.560825,true,true,109,0.540899
S7,x=0.30_ipi=0.30,6.625000,0.30,1.0,2.257861,0.556528,22.537111,true,true,114,0.547330
S7,x=0.30_ipi=0.30,6.925000,0.30,1.0,2.257861,0.562796,23.513071,true,true,119,0.553494
S7,x=0.30_ipi=0.30,7.225000,0.30,1.0,2.257861,0.568814,24.488706,true,true,124,0.559412
S7,x=0.30_ipi=0.30,7.525000,0.30,1.0,2.257861,0.574602,25.464016,true,true,129,0.565104
S7,x=0.30_ipi=0.30,7.825000,0.30,1.0,2.257861,0.580176,26.439001,true,true,134,0.570587
S7,x=0.30_ipi=0.30,8.125000,0.30,1.0,2.257861,0.585552,27.413661,true,true,139,0.575874
S7,x=0.30_ipi=0.30,8.425000,0.30,1.0,2.257861,0.590744,28.387996,true,true,144,0.580980
S7,x=0.30_ipi=0.30,8.725000,0.30,1.0,2.257861,0.595764,29.362007,true,true,149,0.585917
S7,x=0.30_ipi=0.30,9.025000,0.30,1.0,2.257861,0.600623,30.335692,true,true,154,0.590695
S7,x=0.30_ipi=0.30,9.325000,0.30,1.0,2.257861,0.605331,31.309054,true,true,159,0.595325
S7,x=0.30_ipi=0.30,9.625000,0.30,1.0,2.257861,0.609897,32.282090,true,true,164,0.599816
S7,x=0.30_ipi=0.30,9.925000,0.30,1.0,2.257861,0.614329,33.254803,true,true,169,0.604175
S7,x=0.30_ipi=0.30,10.225000,0.30,1.0,2.257861,0.618636,34.227191,true,true,174,0.608410
S7,x=0.30_ipi=0.30,10.525000,0.30,1.0,2.257861,0.622823,35.199256,true,true,179,0.612529
S7,x=0.30_ipi=0.30,10.825000,0.30,1.0,2.257861,0.626898,36.170996,true,true,184,0.616537
S7,x=0.30_ipi=0.30,11.125000,0.30,1.0,2.257861,0.630867,37.142412,true,true,189,0.620440
S7,x=0.30_ipi=0.30,11.425000,0.30,1.0,2.257861,0.634735,38.113505,true,true,194,0.624244
S7,x=0.30_ipi=0.30,11.725000,0.30,1.0,2.257861,0.638506,39.084274,true,true,199,0.627953
S7,x=0.30_ipi=0.30,12.025000,0.30,1.0,2.257861,0.642187,40.054720,true,true,204,0.631572
S7,x=0.30_ipi=0.30,12.325000,0.30,1.0,2.257861,0.645780,41.024842,true,true,209,0.635106
S7,x=0.30_ipi=0.30,12.625000,0.30,1.0,2.257861,0.649290,41.994641,true,true,214,0.638558
S7,x=0.30_ipi=0.30,12.925000,0.30,1.0,2.257861,0.652721,42.964116,true,true,219,0.641933
S7,x=0.30_ipi=0.30,13.225000,0.30,1.0,2.257861,0.656077,43.933269,true,true,224,0.645233
S7,x=0.30_ipi=0.30,13.525000,0.30,1.0,2.257861,0.659360,44.902098,true,true,229,0.648462
S7,x=0.30_ipi=0.30,13.825000,0.30,1.0,2.257861,0.662574,45.870605,true,true,234,0.651622
S7,x=0.30_ipi=0.30,14.125000,0.30,1.0,2.257861,0.665721,46.838788,true,true,239,0.654718
S7,x=0.30_ipi=0.30,14.425000,0.30,1.0,2.257861,0.668805,47.806650,true,true,244,0.657751
S7,x=0.30_ipi=0.30,14.725000,0.30,1.0,2.257861,0.671827,48.774188,true,true,249,0.660723
S7,x=0.30_ipi=0.30,15.025000,0.30,1.0,2.257861,0.674791,49.741404,true,true,254,0.663638
S7,x=0.30_ipi=0.30,15.325000,0.30,1.0,2.257861,0.677699,50.708298,true,true,259,0.666497
S7,x=0.30_ipi=0.30,15.625000,0.30,1.0,2.257861,0.680552,51.674870,true,true,264,0.669303
S7,x=0.30_ipi=0.30,15.925000,0.30,1.0,2.257861,0.683352,52.641119,true,true,269,0.672057
S7,x=0.30_ipi=0.30,16.225000,0.30,1.0,2.257861,0.686102,53.607046,true,true,274,0.674762
S7,x=0.30_ipi=0.30,16.525000,0.30,1.0,2.257861,0.688804,54.572652,true,true,279,0.677419
S7,x=0.30_ipi=0.30,16.825000,0.30,1.0,2.257861,0.691458,55.537935,true,true,284,0.680029
S7,x=0.30_ipi=0.30,17.125000,0.30,1.0,2.257861,0.694068,56.502897,true,true,289,0.682596
S7,x=0.30_ipi=0.30,17.425000,0.30,1.0,2.257861,0.696633,57.467537,true,true,294,0.685119
S7,x=0.30_ipi=0.30,17.725000,0.30,1.0,2.257861,0.699156,58.431856,true,true,299,0.687600
S7,x=0.30_ipi=0.50,0.025000,0.30,1.0,1.427241,0.147521,0.983471,true,true,4,0.145082
S7,x=0.30_ipi=0.50,0.525000,0.30,1.0,1.696811,0.221896,1.966615,true,true,9,0.218228
S7,x=0.30_ipi=0.50,1.025000,0.30,1.0,1.747727,0.271623,2.949431,true,true,14,0.267133
S7,x=0.30_ipi=0.50,1.525000,0.30,1.0,1.757343,0.308975,3.931920,true,true,19,0.303868
S7,x=0.30_ipi=0.50,2.025000,0.30,1.0,1.759160,0.338886,4.914081,true,true,24,0.333285
S7,x=0.30_ipi=0.50,2.525000,0.30,1.0,1.759503,0.363830,5.895914,true,true,29,0.357817
S7,x=0.30_ipi=0.50,3.025000,0.30,1.0,1.759568,0.385223,6.877421,true,true,34,0.378856
S7,x=0.30_ipi=0.50,3.525000,0.30,1.0,1.759580,0.403950,7.858600,true,true,39,0.397273
S7,x=0.30_ipi=0.50,4.025000,0.30,1.0,1.759582,0.420603,8.839453,true,true,44,0.413651
S7,x=0.30_ipi=0.50,4.525000,0.30,1.0,1.759583,0.435596,9.819978,true,true,49,0.428396
S7,x=0.30_ipi=0.50,5.025000,0.30,1.0,1.759583,0.449230,10.800177,true,true,54,0.441805
S7,x=0.30_ipi=0.50,5.525000,0.30,1.0,1.759583,0.461731,11.780049,true,true,59,0.454100
S7,x=0.30_ipi=0.50,6.025000,0.30,1.0,1.759583,0.473274,12.759594,true,true,64,0.465452
S7,x=0.30_ipi=0.50,6.525000,0.30,1.0,1.759583,0.483996,13.738813,true,true,69,0.475996
S7,x=0.30_ipi=0.50,7.025000,0.30,1.0,1.759583,0.494005,14.717706,true,true,74,0.485839
S7,x=0.30_ipi=0.50,7.525000,0.30,1.0,1.759583,0.503390,15.696272,true,true,79,0.495070
S7,x=0.30_ipi=0.50,8.025000,0.30,1.0,1.759583,0.512226,16.674512,true,true,84,0.503759
S7,x=0.30_ipi=0.50,8.525000,0.30,1.0,1.759583,0.520572,17.652427,true,true,89,0.511968
S7,x=0.30_ipi=0.50,9.025000,0.30,1.0,1.759583,0.528481,18.630015,true,true,94,0.519746
S7,x=0.30_ipi=0.50,9.525000,0.30,1.0,1.759583,0.535996,19.607277,true,true,99,0.527137
S7,x=0.30_ipi=0.50,10.025000,0.30,1.0,1.759583,0.543155,20.584214,true,true,104,0.534177
S7,x=0.30_ipi=0.50,10.525000,0.30,1.0,1.759583,0.549990,21.560825,true,true,109,0.540899
S7,x=0.30_ipi=0.50,11.025000,0.30,1.0,1.759583,0.556528,22.537111,true,true,114,0.547330
S7,x=0.30_ipi=0.50,11.525000,0.30,1.0,1.759583,0.562796,23.513071,true,true,119,0.553494
S7,x=0.30_ipi=0.50,12.025000,0.30,1.0,1.759583,0.568814,24.488706,true,true,124,0.559412
S7,x=0.30_ipi=0.50,12.525000,0.30,1.0,1.759583,0.574602,25.464016,true,true,129,0.565104
S7,x=0.30_ipi=0.50,13.025000,0.30,1.0,1.759583,0.580176,26.439001,true,true,134,0.570587
S7,x=0.30_ipi=0.50,13.525000,0.30,1.0,1.759583,0.585552,27.413661,true,true,139,0.575874
S7,x=0.30_ipi=0.50,14.025000,0.30,1.0,1.759583,0.590744,28.387996,true,true,144,0.580980
S7,x=0.30_ipi=0.50,14.525000,0.30,1.0,1.759583,0.595764,29.362007,true,true,149,0.585917
S7,x=0.30_ipi=0.50,15.025000,0.30,1.0,1.759583,0.600623,30.335692,true,true,154,0.590695
S7,x=0.30_ipi=0.50,15.525000,0.30,1.0,1.759583,0.605331,31.309054,true,true,159,0.595325
S7,x=0.30_ipi=0.50,16.025000,0.30,1.0,1.759583,0.609897,32.282090,true,true,164,0.599816
S7,x=0.30_ipi=0.50,16.525000,0.30,1.0,1.759583,0.614329,33.254803,true,true,169,0.604175
S7,x=0.30_ipi=0.50,17.025000,0.30,1.0,1.759583,0.618636,34.227191,true,true,174,0.608410
S7,x=0.30_ipi=0.50,17.525000,0.30,1.0,1.759583,0.622823,35.199256,true,true,179,0.612529
S7,x=0.30_ipi=0.50,18.025000,0.30,1.0,1.759583,0.626898,36.170996,true,true,184,0.616537
S7,x=0.30_ipi=0.50,18.525000,0.30,1.0,1.759583,0.630867,37.142412,true,true,189,0.620440
S7,x=0.30_ipi=0.50,19.025000,0.30,1.0,1.759583,0.634735,38.113505,true,true,194,0.624244
S7,x=0.30_ipi=0.50,19.525000,0.30,1.0,1.759583,0.638506,39.084274,true,true,199,0.627953
S7,x=0.30_ipi=0.50,20.025000,0.30,1.0,1.759583,0.642187,40.054720,true,true,204,0.631572
S7,x=0.30_ipi=0.50,20.525000,0.30,1.0,1.759583,0.645780,41.024842,true,true,209,0.635106
S7,x=0.30_ipi=0.50,21.025000,0.30,1.0,1.759583,0.649290,41.994641,true,true,214,0.638558
S7,x=0.30_ipi=0.50,21.525000,0.30,1.0,1.759583,0.652721,42.964116,true,true,219,0.641933
S7,x=0.30_ipi=0.50,22.025000,0.30,1.0,1.759583,0.656077,43.933269,true,true,224,0.645233
S7,x=0.30_ipi=0.50,22.525000,0.30,1.0,1.759583,0.659360,44.902098,true,true,229,0.648462
S7,x=0.30_ipi=0.50,23.025000,0.30,1.0,1.759583,0.662574,45.870605,true,true,234,0.651622
S7,x=0.30_ipi=0.50,23.525000,0.30,1.0,1.759583,0.665721,46.838788,true,true,239,0.654718
S7,x=0.30_ipi=0.50,24.025000,0.30,1.0,1.759583,0.668805,47.806650,true,true,244,0.657751
S7,x=0.30_ipi=0.50,24.525000,0.30,1.0,1.759583,0.671827,48.774188,true,true,249,0.660723
S7,x=0.30_ipi=0.50,25.025000,0.30,1.0,1.759583,0.674791,49.741404,true,true,254,0.663638
S7,x=0.30_ipi=0.50,25.525000,0.30,1.0,1.759583,0.677699,50.708298,true,true,259,0.666497
S7,x=0.30_ipi=0.50,26.025000,0.30,1.0,1.759583,0.680552,51.674870,true,true,264,0.669303
S7,x=0.30_ipi=0.50,26.525000,0.30,1.0,1.759583,0.683352,52.641119,true,true,269,0.672057
S7,x=0.30_ipi=0.50,27.025000,0.30,1.0,1.759583,0.686102,53.607046,true,true,274,0.674762
S7,x=0.30_ipi=0.50,27.525000,0.30,1.0,1.759583,0.688804,54.572652,true,true,279,0.677419
S7,x=0.30_ipi=0.50,28.025000,0.30,1.0,1.759583,0.691458,55.537935,true,true,284,0.680029
S7,x=0.30_ipi=0.50,28.525000,0.30,1.0,1.759583,0.694068,56.502897,true,true,289,0.682596
S7,x=0.30_ipi=0.50,29.025000,0.30,1.0,1.759583,0.696633,57.467537,true,true,294,0.685119
S7,x=0.30_ipi=0.50,29.525000,0.30,1.0,1.759583,0.699156,58.431856,true,true,299,0.687600
S7,x=0.40_ipi=0.05,0.025000,0.40,1.0,1.902987,0.147521,0.983471,true,true,4,0.145082
S7,x=0.40_ipi=0.05,0.075000,0.40,1.0,3.513831,0.221896,1.966615,true,true,9,0.218228
S7,x=0.40_ipi=0.05,0.125000,0.40,1.0,4.877381,0.271623,2.949431,true,true,14,0.267133
S7,x=0.40_ipi=0.05,0.175000,0.40,1.0,6.031602,0.308975,3.931920,true,true,19,0.303868
S7,x=0.40_ipi=0.05,0.225000,0.40,1.0,7.008628,0.338886,4.914081,true,true,24,0.333285
S7,x=0.40_ipi=0.05,0.275000,0.40,1.0,7.835663,0.363830,5.895914,true,true,29,0.357817
S7,x=0.40_ipi=0.05,0.325000,0.40,1.0,8.535733,0.385223,6.877421,true,true,34,0.378856
S7,x=0.40_ipi=0.05,0.375000,0.40,1.0,9.128329,0.403950,7.858600,true,true,39,0.397273
S7,x=0.40_ipi=0.05,0.425000,0.40,1.0,9.629951,0.420603,8.839453,true,true,44,0.413651
S7,x=0.40_ipi=0.05,0.475000,0.40,1.0,10.054565,0.435596,9.819978,true,true,49,0.428396
S7,x=0.40_ipi=0.05,0.525000,0.40,1.0,10.413993,0.449230,10.800177,true,true,54,0.441805
S7,x=0.40_ipi=0.05,0.575000,0.40,1.0,10.718242,0.461731,11.780049,true,true,59,0.454100
S7,x=0.40_ipi=0.05,0.625000,0.40,1.0,10.975783,0.473274,12.759594,true,true,64,0.465452
S7,x=0.40_ipi=0.05,0.675000,0.40,1.0,11.193787,0.483996,13.738813,true,true,69,0.475996
S7,x=0.40_ipi=0.05,0.725000,0.40,1.0,11.378324,0.494005,14.717706,true,true,74,0.485839
S7,x=0.40_ipi=0.05,0.775000,0.40,1.0,11.534530,0.503390,15.696272,true,true,79,0.495070
S7,x=0.40_ipi=0.05,0.825000,0.40,1.0,11.666757,0.512226,16.674512,true,true,84,0.503759
S7,x=0.40_ipi=0.05,0.875000,0.40,1.0,11.778684,0.520572,17.652427,true,true,89,0.511968
S7,x=0.40_ipi=0.05,0.925000,0.40,1.0,11.873428,0.528481,18.630015,true,true,94,0.519746
S7,x=0.40_ipi=0.05,0.975000,0.40,1.0,11.953627,0.535996,19.607277,true,true,99,0.527137
S7,x=0.40_ipi=0.05,1.025000,0.40,1.0,12.021514,0.543155,20.584214,true,true,104,0.534177
S7,x=0.40_ipi=0.05,1.075000,0.40,1.0,12.078979,0.549990,21.560825,true,true,109,0.540899
S7,x=0.40_ipi=0.05,1.125000,0.40,1.0,12.127623,0.556528,22.537111,true,true,114,0.547330
S7,x=0.40_ipi=0.05,1.175000,0.40,1.0,12.168798,0.562796,23.513071,true,true,119,0.553494
S7,x=0.40_ipi=0.05,1.225000,0.40,1.0,12.203653,0.568814,24.488706,true,true,124,0.559412
S7,x=0.40_ipi=0.05,1.275000,0.40,1.0,12.233156,0.574602,25.464016,true,true,129,0.565104
S7,x=0.40_ipi=0.05,1.325000,0.40,1.0,12.258131,0.580176,26.439001,true,true,134,0.570587
